text_id	text	rank	anger_masked	boredom_masked	disgust_masked	fear_masked	guilt_shame_masked	joy_masked	pride_masked	relief_masked	sadness_masked	surprise_masked	trust_masked	disgust_unmasked	trust_unmasked	pride_unmasked	relief_unmasked	boredom_unmasked	fear_unmasked	surprise_unmasked	guilt_shame_unmasked	joy_unmasked	sadness_unmasked	anger_unmasked	storytelling_mixed_domain	storytelling_one_domain	global_abs_hedge	final_hedge	avg_hedge	first_abs_hedge	first_hedge	final_abs_hedge
529	Gambling should not be banned. Banning an activity makes it appealing to some people. more effective is reasoning about harms of gambling. Governments should neither ban nor sponsor and endorse.	0.3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.1111111111111111	0.0972222222222222	1	0.1666666666666666	1
530	Gambling should not be banned. Banning an activity often drives it into illicit arenas, which are more difficult for the community to observe and more perilous for the participants.	0.583333333	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0384615384615384	0.1025641025641025	1	0.1666666666666666	1
531	Gambling should not be banned. Banning any activity creates a black market for that activity, with less opportunity to set and apply regulations, taxes, or controls. Therefore, if banned, gambling would continue and arguably become even more problematic.	0.909090909	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0.1333333333333333	0.0999999999999999	1	0.1666666666666666	2
532	We should allow the sale of violent video games to minors. Banning can make youth antagonistic towards the government wich disturb with their own freedom. There for will create a generation of that have anty government ideals.	0.222222222	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0499999999999999	1	0.0833333333333333	0
533	We should legalize doping in sport. Banning drugs doesn't work in regular society and it doesn't work in sports - might as well let people use them openly.	0.5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.04	0.0914285714285714	1	0.1428571428571428	1
534	We should not ban fossil fuels. Banning fossil fuel will increase the price of renewable energies constructions	0.3684210529999999	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
535	We should not ban fossil fuels. Banning fossil fuel will only make prices soar and eliminate jobs	0.333333333	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
536	We should not ban fossil fuels. Banning fossil fuels at this point is simply not feasible , without causing an economic collapse.	0.7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
537	We should ban fossil fuels. Banning fossil fuels creates a huge incentive to invest in green energy, that will be safer	0.8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
538	We should not ban fossil fuels. Banning fossil fuels makes production of energy more expensive, especially for countries that are less developed and have less alternatives, harming the poorest and most in need.	0.8	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
539	We should not ban fossil fuels. Banning fossil fuels makes production of energy more expensive, increasing the cost of living for everyone.	0.75	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
540	We should ban fossil fuels. Banning fossil fuels will accelerate the technological development of environment friendly fuels. This will give the blocking country a good chance to be one of the leaders in the new fuels market.	0.8	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0.0476190476190476	0.0714285714285714	1	0.1666666666666666	1
541	We should ban fossil fuels. Banning fossil fuels will change the geopolitical climate and take power away from Persian gulf states that threaten other countries' safety.	0.526315789	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
542	We should ban fossil fuels. Banning fossil fuels will force and incentivize governement and corporations to find better, more viable alternatives	0.818181818	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
543	We should ban fossil fuels. Banning fossil fuels will lead to quicker research on alternatives, that will be better for the world.	0.8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
544	We should not ban fossil fuels. Banning fossil fuels will require individuals to buy new electric cars, which means people in poverty will no longer be able to afford transportation.	0.636363636	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
545	We should not ban fossil fuels. Banning fossil fuels will result in many poorer citizens being left in the cold or without transportation since the alternative technology is not readily available.	0.6	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
546	We should not ban fossil fuels. Banning fossil fuels would bring down huge companies supporting lots of workers that would be sent home with no means to help their families	0.8	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0.0833333333333333	0.113095238095238	1	0.1428571428571428	2
547	We should not ban fossil fuels. Banning fossil fuels would coerce people to adapt to clean energy, for example by buying a new car or fireplace, which is illegitimate	0.333333333	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.04	0.0914285714285714	1	0.1428571428571428	1
548	We should ban fossil fuels. Banning fossil fuels would create a vacuum in the energy market and more companies and entrepreneurs would have the incentive to try and make better forms of energy	0.75	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0714285714285714	0.119047619047619	1	0.1666666666666666	2
549	We should ban fossil fuels. Banning fossil fuels would create jobs in the new energy sectors that crop up to replace them.	0.7777777779999999	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0555555555555555	0.1111111111111111	1	0.1666666666666666	1
550	We should not ban fossil fuels. Banning fossil fuels would destroy millions of jobs currently in the industry.	0.545454545	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0.0769230769230769	0.1098901098901098	1	0.1428571428571428	1
551	We should not ban fossil fuels. Banning fossil fuels would increase the cost of public transportation, pushing out the people who need it most but now can't afford it.	0.636363636	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0.0769230769230769	0.1098901098901098	1	0.1428571428571428	2
552	Gambling should not be banned. Banning gambling could create additional stress on the incarceration system by increasing the number of prisoners.	0.384615385	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0588235294117647	0.1127450980392156	1	0.1666666666666666	1
553	Gambling should not be banned. Banning gambling may cause illegal gambling venues to take over, leading to uncontrolled gambling activities, which are typically associated with crime.	0.583333333	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0416666666666666	0.1041666666666666	1	0.1666666666666666	1
554	Gambling should not be banned. Banning gambling violates the right to liberty and free will of the individual	0.75	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
555	Gambling should not be banned. Banning gambling will lead to the economic turmoil in cities where gambling is now legal.	0.692307692	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
556	Gambling should not be banned. Banning gambling will not stop anyone from doing it. During prohibition, when alcohol was banned, people still consumed it, but it was much more dangerous.	0.833333333	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0555555555555555	1	0.1666666666666666	0
557	Gambling should not be banned. Banning gambling will only move gamblers to illegal gambling	0.6	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
558	Gambling should not be banned. Banning gambling will only push gambling onto the internet where it will be harder to oversee and prevent minors from participating.	0.6	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
559	Gambling should not be banned. Banning gambling won't stop the phenomena. It will only enhance illegal underground gambling. Giving that, the supervision on gambling will be much harder and people will get harm more severly	0.875	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0416666666666666	1	0.1666666666666666	0
560	Gambling should not be banned. Banning gambling would create additional enforcing costs in the police and legal systems.	0.636363636	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0714285714285714	0.119047619047619	1	0.1666666666666666	1
561	Gambling should not be banned. Banning gambling would just be another step in the government trying to make decisions for us. We don't need a nanny.	0.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0	0.0751633986928104	1	0.1666666666666666	0
562	Gambling should not be banned. Banning gambling would only create an extensive and dangerous underground black market. It would make gambling more in demand, not less, and would breed an ecosystem where other vices and illegal activities thrive.	0.5	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0833333333333333	0.1089743589743589	1	0.1666666666666666	2
563	We should allow the sale of violent video games to minors. Banning games may introject on parents duty of reaching their chidren the difference between wrong and wight.In any case their will be in contact with violence through TV News Pappers and other platforms.	0.625	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0462962962962963	1	0.0833333333333333	0
564	Gambling should not be banned. Banning is never a solution. To fight gambling we should find other ways, like educating younger generations about the expected harms.	0.7	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0.2222222222222222	0.1296296296296296	1	0.1666666666666666	4
565	We should allow the sale of violent video games to minors. Banning it will make the games seem more interesting, like a cookie they must not eat. This will make them more likely to download it illegally, or tell their parents to buy it.	1.0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0526315789473684	0.0638401559454191	1	0.0833333333333333	1
566	We should allow the sale of violent video games to minors. Banning the sale of video games to minors will not prevent kids from playing them; normally, parents just buy these games for their kids anyway. That will not change.	0.363636364	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0	0.0396825396825396	1	0.0833333333333333	0
567	We should ban the sale of violent video games to minors. Banning the sale of violent games has no real negative consequence, while arguably it may have a benefit in terms of potential harm to youth.	0.636363636	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.074074074074074	0.0787037037037036	1	0.0833333333333333	2
568	We should allow the sale of violent video games to minors. Banning the sale of violent video games to minors assumes that parents are not teaching their kids how to be good people. A parent should have more influence over a kid's morality than a video game.	0.666666667	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0.0666666666666666	0.0644927536231884	1	0.0833333333333333	1
569	We should allow the sale of violent video games to minors. Banning the sale of violent video games to minors is a suppression of free speech	0.5	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0416666666666666	1	0.0833333333333333	0
570	We should ban the sale of violent video games to minors. Banning the sale of violent video games would reduce access. If a minor does not fit within the intended audience, they should be denied purchase. Alcohol is not served if certain criteria is not met.	0.4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0.0	0.0582664884135472	1	0.0833333333333333	0
571	We should ban the sale of violent video games to minors. Banning the sale to minors will discourage games with gratuitous violence from being developed, since the market incentive for them will erode. Instead, less violent versions of games will emerge to serve the youth market.	0.818181818	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0277777777777777	1	0.0833333333333333	0
572	We should allow the sale of violent video games to minors. Banning violent video games does not guarantee that minors will not act violently. The causality here is not obvious.	0.153846154	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0277777777777777	1	0.0833333333333333	0
573	We should ban the sale of violent video games to minors. Banning violent video games is the only way to minimize exposure of children to violence	0.818181818	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0416666666666666	1	0.0833333333333333	0
574	We should allow the sale of violent video games to minors. Banning violent video games means that companies who spent years on a certain product will not get none which is unfair.	0.428571429	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0416666666666666	1	0.0833333333333333	0
575	We should ban the sale of violent video games to minors. Banning violent video games sets a precedent for the state to take active steps toward protecting children .	0.5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0416666666666666	1	0.0833333333333333	0
576	We should ban the sale of violent video games to minors. Banning violent video games will create a vacuum in the video games collection that can be filled with educational games, that are rare today.	0.75	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0384615384615384	0.0608974358974358	1	0.0833333333333333	1
577	We should ban doping in sport. Baseball players using chewing tobacco influenced kids to use it, too; imagine the consequences of kids seeing their idols taking performance enhancing drugs.	0.4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
578	Social media brings more harm than good. Based upon history, social media has a lot of the same characteristics of lynch mob.	0.363636364	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
580	We should adopt vegetarianism. Because animals are thinking, sentient creatures, it is a violation of their rights to kill them when it is not absolutely necessary for us.	0.142857143	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.074074074074074	0.137037037037037	1	0.2	2
581	We should abandon cryptocurrency. Because cryptocurrency is untraceable, the amount of coins in circulation cannot be determined and the market can be flooded at any time.	0.375	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0416666666666666	0.1208333333333333	1	0.2	1
582	We should legalize doping in sport. Because doping is beneficial for athletes' recovery times, legalizing doping would allow for athletes to have longer, more productive careers where they can maximize the short window of their athletic peak.	0.8888888890000001	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0571428571428571	0.0999999999999999	1	0.1428571428571428	2
583	We should promote autonomous cars. Because human drivers make mistakes too, autonomous driving by AI will eventually become better than human drivers.	0.545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
584	We should legalize doping in sport. Because it is impossible to test every athlete, the only way to ensure a level playing field is through allowing doping.	0.705882353	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
585	Flu vaccination should be mandatory. Because it is so widespread, hundreds of people die from the flu every year. This vaccine saves lives, and this is more important than people's preferences.	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0555555555555555	1	0.1666666666666666	0
586	Flu vaccination should be mandatory. Because it wastes time, people especially from poor backgrounds don't take the time to vaccinate. By mandating it this would be overcome and people from minorities would suffer less from diseases.	0.666666667	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.1176470588235294	0.0947712418300653	1	0.1666666666666666	2
587	Social media brings more harm than good. Because of social media people tend to stay in the comfort zone of their filter bubbles, so they end up isolated from diverse opinions	0.875	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.04	0.02	0	0.0	1
588	We should support information privacy laws. Because of the power and resource asymmetry between businesses, governments on one hand, and individuals on the other, only having privacy laws that are enforceable can permit individual data sharing with clarity.	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0277777777777777	0.0853174603174603	1	0.1428571428571428	1
589	We should allow the sale of violent video games to minors. Because of the standardized ESRB rating system, parents can make informed choices themselves over whether or not children should be able to play violent video games.	0.416666667	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0714285714285714	0.0773809523809523	1	0.0833333333333333	2
590	Social media brings more harm than good. Because social media can be (many times) anonymous, it allows one to post harmful information. Communication is the soul of our country, we are raising kids without a voice unless they key the information.	0.7	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0175438596491228	0	0.0	0
591	Social media brings more harm than good. Because social media participants are not authenticated, the technology has been and will continue to be undermined by those with malicious intent. We need KYC laws.	0.7333333329999999	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0
592	We should abandon cryptocurrency. Because the payment cannot be controlled by the state people living in dictatorships can more easily buy and have things that they aren't allowed to have like books, entertainment, computers and more.	0.571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0277777777777777	0.1138888888888889	1	0.2	1
593	We should ban the sale of violent video games to minors. Because violent games have a large audience, the companies creating them have no incentive to offer age appropriate games for children. Banning a large audience will incentivize them to promote less violent games instead.	0.8	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0277777777777777	1	0.0833333333333333	0
594	We should not ban fossil fuels. Because we are human and can't foresee all the consequences, let's not ban fossil fuels. But let's stop subsidizing them, and their impact to our environment, and then let economics play out.	0.333333333	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0651629072681704	1	0.1428571428571428	0
595	Social media brings more harm than good. Because we connect to people we like, and by default are likely to share our own views, social media becomes an echo chamber, so we are only ever exposed to our own point of view	0.9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0263157894736842	0.0131578947368421	0	0.0	1
597	Social media brings more good than harm. Being a better person is about compassion and empathy. And there is nothing that increases cross-world empathy like social media. From Africa to Arizona, I can deeply understand the human condition. Thank you, Facebook.	0.444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	0.0507692307692307	0	0.0	0
598	Social media brings more good than harm. Being a part of a social media site can increase a person's quality of life and reduce the risk of health problems.	0.7857142859999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0416666666666666	0.0208333333333333	0	0.0	1
599	Social media brings more good than harm. Being able to connect on social networking sites gives business women a support group not readily found offline, where female CEOs of Fortune 500 companies are outnumbered by male CEOs 474 to 26.	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
600	Social media brings more harm than good. Being able to synthesize every thought that there is, in a social media post, no matter how false or unreal they are, is a real show of nerve which tests our tolerance limits	0.538461538	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
601	We should ban the sale of violent video games to minors. Being exposed to violence constantly, with positive reinforcements and enjoyment, can characterize violence as not “that bad”. Minors will be more oblivious to violence in real life and will ignore it when they encounter it.	0.7142857140000001	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0429292929292929	1	0.0833333333333333	0
602	We should adopt vegetarianism. Being vegetarian means eating less fat witch is known to have bad effects on the human body.	0.272727273	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.1	1	0.2	0
603	We should abandon vegetarianism. Being vegetarians makes it harder for people you eat with, since they have to accommodate your harsh preference.	0.2666666669999999	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.1	1	0.2	0
604	Gambling should be banned. Besides making people addicted, gambling is a big waste of time and should be banned.	0.642857143	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0588235294117647	0.1294117647058823	1	0.2	1
605	Social media brings more good than harm. Best way of advertising whether it's a movie or any product . It's specially helpful for those who cannot afford costly advertisement through other media platform.	0.444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
606	Social media brings more good than harm. Best way of timepass. You will get stuffs from all around the world starting from jokes, news, update on your friends.	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.05	0.0166666666666666	0	0.0	1
607	Social media brings more good than harm. Best way to remain connected to your family, friends and all near and dear ones.	0.818181818	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
608	Gambling should not be banned. Bets are in the sphere of individual freedom.	0.454545455	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
609	We should support information privacy laws. Better information privacy laws will increase people's confidence when using the internet, because they know the information they share is protected. Therefore information privacy laws increase the profitability of internet companies in the long run.	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0476190476190476	1	0.1428571428571428	0
610	We should adopt cryptocurrency. Better programmers means better security and privacy protection, providing people with more rights while making them feel comfortable using social media, new sites, or any kind of online banking.	0.571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0303030303030303	0.1151515151515151	1	0.2	1
611	Social media brings more harm than good. Biased and false news tend to create saturated and influenced views of the topic. This is an unhealthy trend in public discourse.	0.6	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0222222222222222	0	0.0	0
612	We should support information privacy laws. Big companies can take advantage of our data, and there is no repercussions for them if they leak our data.	0.818181818	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0454545454545454	0.0941558441558441	1	0.1428571428571428	1
613	We should legalize doping in sport. Bigger athletic achievements will draw in bigger crowds. Sport provides meaning for spectators by making them feel a part of a community of fans, with shared hopes and interests. The bigger that community, the better.	0.666666667	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0357142857142857	1	0.1428571428571428	0
614	Gambling should not be banned. Biggest gamble would be to ban gambling in the first place.	0.272727273	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0833333333333333	0.125	1	0.1666666666666666	1
615	We should abandon cryptocurrency. Bitcoin fluctuates too much that it can not be used as a real currency for trade.	0.7692307690000001	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0.0588235294117647	0.1294117647058823	1	0.2	1
616	We should adopt cryptocurrency. Bitcoin makes international exchange less expensive because there are lower transaction fees	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.1	1	0.2	0
617	We should adopt cryptocurrency. Bitcoin running out will cause people to innovate better bitcoin algorithms	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.1	1	0.2	0
618	Flu vaccination should not be mandatory. Bodily autonomy is one of the most important rights a free state can guarantee, and mandatory flu vaccination violates this right.	0.875	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0434782608695652	0.093167701863354	1	0.1428571428571428	1
619	Social media brings more harm than good. Bot nets and other manipulation mechanisms allow people to control information including reviews and page views, which affects people's worldview.	0.5	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0
620	We should promote autonomous cars. Both Consumer and commercials vehicle are significantly under utilised and ill-utilised as a means to travel or transport goods. Traffic congestion, time and costs could be significantly reduced through a network of autonomous vehicles.	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0588235294117647	0.0751633986928104	1	0.1666666666666666	1
621	We should adopt vegetarianism. Breathing and maintaining animals for mead consumption creates huge environmental damages. Vegetarianism would reduce dramatically the amount of drinking water consumed and release a great deal of land for other uaes	0.5555555560000001	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.05	0.0833333333333333	1	0.2	1
622	Online shopping brings more harm than good. Brick and mortar businesses can't possibly compete with businesses that don't have to pay rent, business licenses, or taxes. OK, some online businesses pay taxes but not all.	0.333333333	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0	0.0277777777777777	0	0.0	0
623	Online shopping brings more harm than good. Brick and mortar shops are important because they employ real people instead on online robots	0.545454545	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
624	Social media brings more good than harm. Brings together people towards a common cause which cannot be easily done via traditional methods	0.466666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
625	Social media brings more harm than good. Bullying is easier on social media and there is no way for proper institutions to check it.	0.625	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0
626	Social media brings more harm than good. Bullying is more popular now that social media is around	0.5	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0
627	We should ban fossil fuels. Burning fossil fuels causes emission of greenhouse gases and contribute massively to global warming and air pollution	0.818181818	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
628	We should ban fossil fuels. Burning oil, gas, and coal released carbon dioxide that causes ocean acidification and kills sea life.	0.8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
629	Gambling should not be banned. Business is a form of gambling as well as farming (usually more risky) - so no, gambling should not be banned.	0.384615385	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.08	0.1233333333333333	1	0.1666666666666666	2
630	Gambling should not be banned. Business is a form of risk taking (gambling). Without business we would not have most of the technology and life benefits we currently enjoy.	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0588235294117647	0.0751633986928104	1	0.1666666666666666	1
